l_ukrainian:
 ROM_SUBJECT_GENERAL_DETAILS:0 "Рівень їхнього розвитку дорівнює $DEV$ у $PROVS$ провінціях."
 THEY_HAVE_LOANS:0 "Вони мають $NUM|Y$ позик, щоб це виплатити потрібно $DUCATS|Y$¤."
 PARTICIPANT:0 "Учасник"
 ATTACKERS:0 "Атакувальники"
 DEFENDERS:0 "Захисники"
 ATTACKER_CASUALTIES:0 "Втрати атакувальників"
 DEFENDER_CASUALTIES:0 "Втрати захисників"
 COUNTRY_CASUALTIES:0 "$ADJ$і втрати"
 RESULT_EVERLASTING_VICTORY:0 "Легендарна перемога"
 RESULT_COMPLETE_VICTORY:0 "Повна перемога"
 RESULT_GLORIOUS_VICTORY:0 "Велика перемога"
 RESULT_DECISIVE_VICTORY:0 "Переконлива перемога"
 RESULT_MINOR_VICTORY:0 "Порожня перемога"
 RESULT_MAJOR_VICTORY:0 "Впевнена перемога"
 RESULT_NAVAL_VICTORY:0 "Перемога на морі"
 RESULT_PYRRHIC_VICTORY:0 "Піррова перемога"
 RESULT_EVERLASTING_DEFEAT:0 "Нищівна поразка"
 RESULT_COMPLETE_DEFEAT:0 "Повна поразка"
 RESULT_GLORIOUS_DEFEAT:0 "Ганебна поразка"
 RESULT_DECISIVE_DEFEAT:0 "Переконлива поразка"
 RESULT_MINOR_DEFEAT:0 "Незначна поразка"
 RESULT_MAJOR_DEFEAT:0 "Приголомшлива поразка"
 RESULT_NAVAL_DEFEAT:0 "Поразка на морі"
 RESULT_WHITE_PEACE:0 "Білий мир"
 RESULT_VICTORY:0 "Перемога"
 RESULT_DEFEAT:0 "Поразка"
 RESULT_DRAW:0 "Нічия"
 RESULT_STALEMATE:0 "Патова ситуація"
 RESULT_NAVAL_STALEMATE:0 "Патова ситуація на морі"
 RESULT_INSIGNIFICANT_VICTORY:0 "Незначна перемога"
 RESULT_INSIGNIFICANT_DEFEAT:0 "Незначна поразка"
 AI_RULER_PERSONALITY_REGULAR:1 "\nЦя особистість не впливає на поведінку ШІ-гравця."
 AI_RULER_PERSONALITY_HEADER:1 "ШІ-правитель, який має особистість $PERSONALITY$:\n"
 AI_RULER_ACTUAL_PERSONALITY_HEADER:0 "ШІ-правитель, який має особистість $PERSONALITY$, буде:\n"
 AI_RULER_PICK_IDEA_GROUPS:0 "Схильний обирати певні групи ідей."
 AI_RULER_SPEND_UNLOCK_INSTIT:0 "Схильний витрачатися для розблокування інституцій."
 AI_RULER_MORE_LIKELY_TRADE_LEAGUE:0 "Більше схильний до вступу в торговельні ліги."
 AI_RULER_LESS_LIKELY_TRADE_LEAGUE:0 "Менше схильний до вступу в торговельні ліги."
 AI_RULER_MORE_LIKELY_ALLIANCE:0 "Більше схильний до створення союзів."
 AI_RULER_LESS_LIKELY_ALLIANCE:0 "Менше схильний до створення союзів."
 AI_RULER_MORE_LIKELY_HERETIC_ALLY:0 "Більше схильний до союзів з єретиками."
 AI_RULER_LESS_LIKELY_HERETIC_ALLY:0 "Менше схильний до союзів з єретиками."
 AI_RULER_MORE_LIKELY_HEATHEN_ALLY:0 "Більше схильний до союзів з чужовірцями."
 AI_RULER_LESS_LIKELY_HEATHEN_ALLY:0 "Менше схильний до союзів з чужовірцями."
 AI_RULER_GETS_PEACE_BONUS:0 "Схильний підписувати більш вигідні умови миру з іншими ШІ-державами."
 AI_RULER_LESS_PEACE_BONUS:0 "Схильний підписувати менш вигідні умови миру з іншими ШІ-державами."
 AI_RULER_FAST_PEACE_DESIRE:0 "Схильний до швидкої капітуляції."
 AI_RULER_SLOW_PEACE_DESIRE:0 "Схильний до ведення тривалих війн."
 AI_RULER_MORE_WARNINGS:0 "Більше схильний надсилати попередження."
 AI_RULER_LESS_WARNINGS:0 "Менше схильний надсилати попередження."
 AI_RULER_MORE_HELP_FROM_AI:0 "Інші ШІ-держави будуть схильні надавати їм непряму допомогу."
 AI_RULER_LESS_HELP_FROM_AI:0 "Інші ШІ-держави будуть менше схильні надавати їм непряму допомогу."
 AI_RULER_MORE_WAR_CHANCE_FROM_AI:0 "Інші ШІ-держави будуть схильні до оголошення їм війн."
 AI_RULER_LESS_WAR_CHANCE_FROM_AI:0 "Інші ШІ-держави будуть менше схильні до оголошення їм війн."
 AI_RULER_SELL_SHIPS:0 "Продавати вам свої кораблі за гроші."
 AI_RULER_SELL_PROVINCES:0 "Продавати вам провінції, щоб розплатитися зі своїми боргами."
 AI_RULER_DEBASE:0 "Частіше робити псування своїх грошей."
 AI_RULER_AVOID_DEBASE:0 "За всяку ціну уникати псування своїх грошей."
 AI_RULER_LOANS:0 "Схильний брати позики (навіть від гравців)."
 AI_RULER_AVOID_LOANS:0 "Буде рідше брати позики."
 AI_RULER_EXPLORERS:0 "Частіше посилати дослідників."
 AI_RULER_DISCLOSE_ATTACK:0 "Розкривати свої плани нападу завчасно."
 AI_RULER_AVOID_UGLY_BORDERS:0 "Уникати потворних кордонів."
 AI_RULER_BETRAY_ALLIES:0 "Зраджувати своїх союзників не задумуючись."
 AI_RULER_EXCOMMUNICATE:0 "Схильний до екскомунікації, якщо є Папою."
 AI_RULER_HERETIC_LAND:0 "Жадати сусідні землі єретиків."
 AI_RULER_HEATHEN_LAND:0 "Жадати сусідні землі чужовірців."
 AI_RULER_COLONIES:0 "Зосереджений на заснуванні колоній."
 AI_RULER_MORE_LIKELY_TO_MARRY:0 "Схильний укладати шлюби."
 AI_RULER_LESS_LIKELY_TO_MARRY:0 "Не схильний укладати шлюби."
 AI_RULER_RANDOM_INSULTS:0 "Ображати вас час-від-часу."
 AI_RULER_GOLD:0 "Вимагати золото в мирному договорі."
 AI_RULER_LAND:0 "Жадати усі можливі сусідні землі."
 AI_RULER_UNDERESTIMATE_AE:1 "Недооцінювати агресивне розширення."
 AI_RULER_CONDOTTIERI:0 "Надавати перевагу кондотьєрам."
 AI_RULER_RANDOM_TROOP_MOVES:0 "Час-від-часу віддавати випадкові накази військам."
 AI_RULER_LOWER_AUTONOMY:0 "Прагнути меншу автономію для пригноблених."
 AI_RULER_RAZE:0 "Любити розоряти і грабувати."
 AI_RULER_FAIR_FIGHTS:0 "Схильний обирати рівних по силі супротивників."
 AI_RULER_MORE_ENEMY_STRENGTH:0 "Переоцінювати силу ворожих військ."
 AI_RULER_LESS_ENEMY_STRENGTH:0 "Недооцінювати силу ворожих військ."
 AI_RULER_MORE_WAR:0 "Схильний починати війни."
 AI_RULER_LESS_WAR:0 "Не схильний починати війни."
 AI_RULER_FAIR_WAR:0 "Починати чесні війни."
 AI_RULER_COWARD_WAR:0 "Починати підступні війни."
 AI_RULER_MORE_RELIGION_WAR:0 "Відверто ворожий до інших релігій."
 AI_RULER_LESS_RELIGION_WAR:0 "Менше ворожий до інших релігій."
 AI_RULER_MORE_BUILDINGS:1 "Схильний зводити будівлі."
 AI_RULER_LESS_BUILDINGS:1 "Менше схильний зводити будівлі."
 AI_RULER_MORE_GIFTS:0 "Любити посилати подарунки."
 AI_RULER_LESS_GIFTS:0 "Нечасто робити подарунки."
 AI_RULER_THREATEN_WAR:0 "Часто погрожувати війною."
 AI_RULER_WAR_PRIORITY:0 "Використовувати особливі цілі при розв'язуванні війн."
 NO_CURRENT_INSTI_TECH_PENALTIES:0 "Немає штрафів на технології від інституцій."
 MUST_BE_RELIGION:0 "Провінція $NAME$ повинна сповідувати $RELIGION$."
 MUST_BE_CONTROLLED_BY_RELIGION:0 "Провінція $NAME$ повинна контролюватися державою, яка сповідує $RELIGION$."
 THIS_MIGHT_BE_DUE_TO_RULER_PERSONALITY:0 "Мабуть це пов'язано з особистістю $PERSONALITY|Y$, яку має $RULER$."
 THIS_MIGHT_BE_DUE_TO_PERSONALITY:0 "Мабуть це пов'язано з їхньою особистістю – $PERSONALITY|Y$."
 X_NOT_DISCOVERED_YET:0 "$X$ ще не відкрили!"
 HOLY_SITE:0 "Святе місце віри"
 ALREADY_PICKED_BLESSING:0 "Благословення вже обрано!"
 ALL_BLESSINGS_PICKED:0 "§GУсі Благословення вже обрано!§!"
 LOST_HOLY_SITES:0 "§RНе всі Святі місця контролюються державами вашої релігії. Ефекти від $NUM_LOST$ останніх обраних вами Благословень не діють.§!"
 TOO_FEW_HOLY_SITES:0 "§RЗанадто мало святих місць сповідують вашу віру і знаходяться під контролем одновірців, щоб можна було обрати ще одне Благословення (зараз $CURR|Y$ з $MAX$).§!"
 CAN_PICK_BLESSING:0 "Ви можете обрати ще одне Благословення!"
 CAN_VIEW_BLESSING:0 "Переглянути не вибрані Благословення"
 PICK_BLESSING_DESC:0 "§GКлацніть щоб обрати Благословення $NAME|Y$.§!"
 BLESSINGS_EXPLAIN:0 "Число доступних Благословень залежить від числа Святих місць, навернених у вашу віру і контрольованих одновірцями."
 M_BLESSINGS_AND_HOLY_SITES:0 "Благословення і Святі місця"
 CONFIRM_PICK_BLESSING_TITLE:0 "Підтвердіть вибір Благословення"
 CONFIRM_PICK_BLESSING_DESC:0 "Бажаєте обрати Благословення $NAME|Y$? Цю дію не можна буде скасувати пізніше."
 HOLY_SITES:0 "Святі місця"
 PICK_BLESSING:0 "Обрати Благословення"
 PATRIARCHAL_BLESSINGS:0 "Благословення патріарха"
 legitimize_government:0 "Легітимізація уряду"
 encourage_warriors_of_the_faith:0 "Натхнення воїнів Віри"
 send_monks_to_establish_monasteries:0 "Послати монахів заснувати монастирі"
 promote_territorial_rights:0 "Просувати територіальні права"
 will_of_the_martyrs:0 "Воля Мучеників"
 TAKEONDEBTTITLE:0 "Взяти на себе зовнішній борг"
 TAKEONDEBTDESC2:0 "Ми візьмемо на себе виплату їхнього боргу."
 TAKEONDEBTDESC:0 "Як Велика Держава, ми допоможемо нашим куди менше впливовим друзям із держави $COUNTRY|Y$ з їхніми фінансовими труднощами і виплатимо весь їхній зовнішній борг, що становить $COST|Y$¤."
 TAKEONDEBTDESC3:0 "Оскільки ця сума становить $NUM_LOANS|Y$ стандартних позик, їхня думка про нас зросте на $OPINION$ ($OPINION_PER_LOAN$ за одну позику, максимум до $MAX$)."
 INFLUENCENATIONTITLE:0 "Вплинути на державу"
 INFLUENCENATIONDESC:0 "Як Велика Держава, ми можемо вплинути на таку мізерну державу, як $COUNTRY|Y$ і схилити її до позиції наших дипломатів, це змінить їхню думку про нас на $OPINION$ протягом $YEARS|Y$ років. Вони також отримають бонус у $BONUS$ балів монарха до найслабшої з їхніх категорій (зараз – $WEAKEST$) протягом цього часу. Їхня довіра до нас зміниться на $TRUST$."
 INFLUENCENATIONDESCCOST:0 "Ми повинні будемо одноразово виплатити суму, еквівалентну їхньому прибутку за $MONTHS$ місяців, а саме $COST|Y$¤, щоб провести цей політичний маневр."
 INFLUENCENATIONDESC2:0 "Ми схилимо їх до нашої точки зору."
 INFLUENCED_BY_GREAT_POWERS:0 "Під впливом держави $LIST$: $VAL$\n"
 ALREADY_INFLUENCING_NATION:0 "Вже відбувається вплив на державу $COUNTRY$."
 CANT_AFFORD_X_MONTHS_OF_THEIR_INCOME:0 "Ми не можемо дозволити собі оплатити $MONTHS$ місяців їхнього прибутку ($COST|Y$¤)."
 THEY_HAVE_NO_DEBT:0 "У них немає боргів."
 THEY_HAVE_TOO_MUCH_DEBT:0 "Ми не можемо виплатити всю суму їхнього боргу $COST|Y$¤."
 THEY_GREAT_POWER:0 "Вони є Великою Державою."
 CV_DEBASE_CURRENCY:0 "Псування монет"
 CAN_DEBASE_EARLIEST:0 "Ви можете знову зіпсувати монети не раніше $DATE$, припускаючи, що ваша корупція буде нижче §Y$MAX_CORRUPTION$%§!."
 NO_MORE_DEBASING:0 "Ви не можете далі псувати монети, позаяк рівень вашої корупції перевищує §Y$MAX_CORRUPTION$%§!."
 DEBASE_CURRENCY_MORE:0 "Утримуйте §YShift§!, щоби збільшити фактор псування монет у $FACTOR|Y$ разів, що є максимумом."
 DEBASE_CURRENCY_EXPLAIN:0 "\nПовторити псування монет можна через $MONTHS$ міс. і робити це не більше $MAX_USES$ разів."
 DEBASE_CURRENCY:0 "Псування монет дасть вам §Y$AMOUNT$§W¤, але й збільшить ваш рівень корупції на §R$CORRUPTION$%§!.\n\nВи можете зробити псування монет $FACTOR|Y$ і більше разів, поки рівень вашої корупції не досягне §R$MAX_CORRUPTION$%§!."
 alert_leaving_great_power_instant:0 "§YВи втрачаєте статус Великої Держави.§!"
 alert_leaving_great_power_delayed:0 "Міць $COUNTRYS|Y$§Yої§! держави пішла на спад, або ж інші держави почали своє піднесення. У будь-якому випадку, якщо ми не повернемо свою велич до $DATE|Y$, нас більше не вважатимуть §YВеликою Державою§!."
 CANNOT_CANCEL_OTHERS_BUILDING:0 "Ви не можете припинити будівництво цієї споруди, позаяк його було розпочато державою §Y$OTHER$§!."
 BUILD_IN_SUBJECT:0 "Розпочато будівництво споруди"
 BUILD_IN_SUBJECT_EFFECT:0 "Вони побудують споруду $Building|Y$ у провінції $PROVINCE$."
 BUILD_IN_SUBJECT_WHAT:0 "щоби збудувати споруду в нашій державі"
 CANCEL_BUILD_IN_SUBJECT:0 "Будівництво споруди було скасовано"
 CANCEL_BUILD_IN_SUBJECT_WHAT:0 "припинити будівництво споруди в нашій державі"
